Time;PatchID;PositionX;PositionZ;Radius;CoinAmount;PatchEvent;TriggerPlayer;
0;262;-40.07948;-22.52239;3;48;CREATED;;
0;263;-44.5853;22.36987;3;48;CREATED;;
0;264;1.814617;28.74256;3;48;CREATED;;
0;265;37.15484;32.37764;3;48;CREATED;;
0;266;24.62639;4.077873;3;48;CREATED;;
30.67188;263;-44.5853;22.36987;3;48;DISCOVER;3;
33.79883;263;-44.5853;22.36987;3;47;EXTRACT;3;
35.80469;263;-44.5853;22.36987;3;46;EXTRACT;3;
36.16602;263;-44.5853;22.36987;3;46;DISCOVER;1;
37.17188;263;-44.5853;22.36987;3;46;DISCOVER;2;
37.77148;263;-44.5853;22.36987;3;45;EXTRACT;3;
39.77734;263;-44.5853;22.36987;3;44;EXTRACT;3;
39.89844;263;-44.5853;22.36987;3;43;EXTRACT;2;
40.78125;263;-44.5853;22.36987;3;42;EXTRACT;1;
41.78516;263;-44.5853;22.36987;3;41;EXTRACT;3;
41.9043;263;-44.5853;22.36987;3;40;EXTRACT;2;
42.82617;263;-44.5853;22.36987;3;39;EXTRACT;1;
43.78711;263;-44.5853;22.36987;3;38;EXTRACT;3;
43.9082;263;-44.5853;22.36987;3;37;EXTRACT;2;
44.83008;263;-44.5853;22.36987;3;36;EXTRACT;1;
45.79492;263;-44.5853;22.36987;3;35;EXTRACT;3;
45.91406;263;-44.5853;22.36987;3;34;EXTRACT;2;
46.83594;263;-44.5853;22.36987;3;33;EXTRACT;1;
47.79688;263;-44.5853;22.36987;3;32;EXTRACT;3;
47.91602;263;-44.5853;22.36987;3;31;EXTRACT;2;
48.79883;263;-44.5853;22.36987;3;30;EXTRACT;1;
49.80469;263;-44.5853;22.36987;3;29;EXTRACT;3;
49.92578;263;-44.5853;22.36987;3;28;EXTRACT;2;
50.80859;263;-44.5853;22.36987;3;27;EXTRACT;1;
51.77344;263;-44.5853;22.36987;3;26;EXTRACT;3;
51.93359;263;-44.5853;22.36987;3;25;EXTRACT;2;
52.81641;263;-44.5853;22.36987;3;24;EXTRACT;1;
53.7793;263;-44.5853;22.36987;3;23;EXTRACT;3;
53.93945;263;-44.5853;22.36987;3;22;EXTRACT;2;
54.82227;263;-44.5853;22.36987;3;21;EXTRACT;1;
55.78711;263;-44.5853;22.36987;3;20;EXTRACT;3;
55.94727;263;-44.5853;22.36987;3;19;EXTRACT;2;
56.83008;263;-44.5853;22.36987;3;18;EXTRACT;1;
57.79297;263;-44.5853;22.36987;3;17;EXTRACT;3;
57.95313;263;-44.5853;22.36987;3;16;EXTRACT;2;
58.83398;263;-44.5853;22.36987;3;15;EXTRACT;1;
59.79492;263;-44.5853;22.36987;3;14;EXTRACT;3;
59.91406;263;-44.5853;22.36987;3;13;EXTRACT;2;
60.83789;263;-44.5853;22.36987;3;12;EXTRACT;1;
61.80078;263;-44.5853;22.36987;3;11;EXTRACT;3;
61.92188;263;-44.5853;22.36987;3;10;EXTRACT;2;
62.80664;263;-44.5853;22.36987;3;9;EXTRACT;1;
63.8125;263;-44.5853;22.36987;3;8;EXTRACT;3;
63.93164;263;-44.5853;22.36987;3;7;EXTRACT;2;
64.81641;263;-44.5853;22.36987;3;6;EXTRACT;1;
65.81836;263;-44.5853;22.36987;3;5;EXTRACT;3;
65.93945;263;-44.5853;22.36987;3;4;EXTRACT;2;
66.82031;263;-44.5853;22.36987;3;3;EXTRACT;1;
67.78906;263;-44.5853;22.36987;3;2;EXTRACT;3;
67.94922;263;-44.5853;22.36987;3;1;EXTRACT;2;
68.83203;263;-44.5853;22.36987;3;0;EXTRACT;1;
68.79883;263;-44.5853;22.36987;3;0;DESTROYED;;
68.83203;267;-25.9937;-12.14931;3;48;CREATED;;
132.7891;262;-40.07948;-22.52239;3;48;DISCOVER;3;
135.7598;262;-40.07948;-22.52239;3;47;EXTRACT;3;
137.7715;262;-40.07948;-22.52239;3;46;EXTRACT;3;
139.7754;262;-40.07948;-22.52239;3;45;EXTRACT;3;
141.7891;262;-40.07948;-22.52239;3;44;EXTRACT;3;
143.7559;262;-40.07948;-22.52239;3;43;EXTRACT;3;
145.7656;262;-40.07948;-22.52239;3;42;EXTRACT;3;
147.7715;262;-40.07948;-22.52239;3;41;EXTRACT;3;
149.7813;262;-40.07948;-22.52239;3;40;EXTRACT;3;
151.7852;262;-40.07948;-22.52239;3;39;EXTRACT;3;
153.7559;262;-40.07948;-22.52239;3;38;EXTRACT;3;
155.7676;262;-40.07948;-22.52239;3;37;EXTRACT;3;
157.5742;262;-40.07948;-22.52239;3;37;DISCOVER;0;
157.7734;262;-40.07948;-22.52239;3;36;EXTRACT;3;
159.7793;262;-40.07948;-22.52239;3;35;EXTRACT;3;
160.3398;262;-40.07948;-22.52239;3;34;EXTRACT;0;
161.7832;262;-40.07948;-22.52239;3;33;EXTRACT;3;
162.3438;262;-40.07948;-22.52239;3;32;EXTRACT;0;
163.7852;262;-40.07948;-22.52239;3;31;EXTRACT;3;
164.3496;262;-40.07948;-22.52239;3;30;EXTRACT;0;
164.75;262;-40.07948;-22.52239;3;30;DISCOVER;1;
165.793;262;-40.07948;-22.52239;3;29;EXTRACT;3;
166.3535;262;-40.07948;-22.52239;3;28;EXTRACT;0;
167.7578;262;-40.07948;-22.52239;3;27;EXTRACT;3;
168.3203;262;-40.07948;-22.52239;3;26;EXTRACT;0;
168.5195;262;-40.07948;-22.52239;3;25;EXTRACT;1;
169.7793;262;-40.07948;-22.52239;3;24;EXTRACT;3;
170.3418;262;-40.07948;-22.52239;3;23;EXTRACT;0;
170.543;262;-40.07948;-22.52239;3;22;EXTRACT;1;
171.7891;262;-40.07948;-22.52239;3;21;EXTRACT;3;
172.3496;262;-40.07948;-22.52239;3;20;EXTRACT;0;
172.5508;262;-40.07948;-22.52239;3;19;EXTRACT;1;
173.791;262;-40.07948;-22.52239;3;18;EXTRACT;3;
174.3516;262;-40.07948;-22.52239;3;17;EXTRACT;0;
174.5508;262;-40.07948;-22.52239;3;16;EXTRACT;1;
175.793;262;-40.07948;-22.52239;3;15;EXTRACT;3;
176.3535;262;-40.07948;-22.52239;3;14;EXTRACT;0;
176.5527;262;-40.07948;-22.52239;3;13;EXTRACT;1;
177.7949;262;-40.07948;-22.52239;3;12;EXTRACT;3;
178.3164;262;-40.07948;-22.52239;3;11;EXTRACT;0;
178.5566;262;-40.07948;-22.52239;3;10;EXTRACT;1;
178.957;262;-40.07948;-22.52239;3;10;DISCOVER;2;
179.7578;262;-40.07948;-22.52239;3;9;EXTRACT;3;
180.3184;262;-40.07948;-22.52239;3;8;EXTRACT;0;
180.5586;262;-40.07948;-22.52239;3;7;EXTRACT;1;
181.7207;262;-40.07948;-22.52239;3;6;EXTRACT;2;
