Time;PatchID;PositionX;PositionZ;Radius;CoinAmount;PatchEvent;TriggerPlayer;
0;77;-9.878838;33.44975;3;16;CREATED;;
0;78;-23.88257;-37.879;3;16;CREATED;;
0;79;17.74514;42.68354;3;16;CREATED;;
0;80;-25.25455;-4.66267;3;16;CREATED;;
0;81;10.64638;-13.00757;3;16;CREATED;;
0;82;-24.61393;13.06426;3;16;CREATED;;
0;83;2.180202;-1.327892;3;16;CREATED;;
0;84;-34.65396;11.70354;3;16;CREATED;;
0;85;-40.50364;-0.6250153;3;16;CREATED;;
0;86;-1.053051;-17.3345;3;16;CREATED;;
0;87;-41.80305;43.09411;3;16;CREATED;;
0;88;15.61538;-37.26413;3;16;CREATED;;
0;89;42.21034;-28.95369;3;16;CREATED;;
0;90;27.08986;-9.238274;3;16;CREATED;;
0;91;2.453861;-26.74726;3;16;CREATED;;
51.87988;78;-23.88257;-37.879;3;16;DISCOVER;0;
54.93799;78;-23.88257;-37.879;3;15;EXTRACT;0;
56.93823;78;-23.88257;-37.879;3;14;EXTRACT;0;
58.93823;78;-23.88257;-37.879;3;13;EXTRACT;0;
60.93823;78;-23.88257;-37.879;3;12;EXTRACT;0;
62.93848;78;-23.88257;-37.879;3;11;EXTRACT;0;
64.93848;78;-23.88257;-37.879;3;10;EXTRACT;0;
66.93848;78;-23.88257;-37.879;3;9;EXTRACT;0;
68.95532;78;-23.88257;-37.879;3;8;EXTRACT;0;
70.95532;78;-23.88257;-37.879;3;7;EXTRACT;0;
72.95532;78;-23.88257;-37.879;3;6;EXTRACT;0;
74.95532;78;-23.88257;-37.879;3;5;EXTRACT;0;
76.95557;78;-23.88257;-37.879;3;4;EXTRACT;0;
78.95557;78;-23.88257;-37.879;3;3;EXTRACT;0;
80.95557;78;-23.88257;-37.879;3;2;EXTRACT;0;
82.95557;78;-23.88257;-37.879;3;1;EXTRACT;0;
84.95581;78;-23.88257;-37.879;3;0;EXTRACT;0;
84.95581;78;-23.88257;-37.879;3;0;DESTROYED;;
84.98901;92;-23.89252;-22.17748;3;16;CREATED;;
119.8398;85;-40.50364;-0.6250153;3;16;DISCOVER;0;
123.457;85;-40.50364;-0.6250153;3;15;EXTRACT;0;
125.457;85;-40.50364;-0.6250153;3;14;EXTRACT;0;
127.457;85;-40.50364;-0.6250153;3;13;EXTRACT;0;
129.4573;85;-40.50364;-0.6250153;3;12;EXTRACT;0;
131.4573;85;-40.50364;-0.6250153;3;11;EXTRACT;0;
133.4573;85;-40.50364;-0.6250153;3;10;EXTRACT;0;
135.4573;85;-40.50364;-0.6250153;3;9;EXTRACT;0;
137.4575;85;-40.50364;-0.6250153;3;8;EXTRACT;0;
139.4575;85;-40.50364;-0.6250153;3;7;EXTRACT;0;
141.4575;85;-40.50364;-0.6250153;3;6;EXTRACT;0;
143.4578;85;-40.50364;-0.6250153;3;5;EXTRACT;0;
145.4578;85;-40.50364;-0.6250153;3;4;EXTRACT;0;
147.4578;85;-40.50364;-0.6250153;3;3;EXTRACT;0;
149.4578;85;-40.50364;-0.6250153;3;2;EXTRACT;0;
151.458;85;-40.50364;-0.6250153;3;1;EXTRACT;0;
153.458;85;-40.50364;-0.6250153;3;0;EXTRACT;0;
153.458;85;-40.50364;-0.6250153;3;0;DESTROYED;;
153.4746;93;16.34784;-3.085232;3;16;CREATED;;
178.04;87;-41.80305;43.09411;3;16;DISCOVER;0;
181.1089;87;-41.80305;43.09411;3;15;EXTRACT;0;
183.1089;87;-41.80305;43.09411;3;14;EXTRACT;0;
185.1091;87;-41.80305;43.09411;3;13;EXTRACT;0;
187.1094;87;-41.80305;43.09411;3;12;EXTRACT;0;
189.126;87;-41.80305;43.09411;3;11;EXTRACT;0;
191.1426;87;-41.80305;43.09411;3;10;EXTRACT;0;
193.1426;87;-41.80305;43.09411;3;9;EXTRACT;0;
195.1428;87;-41.80305;43.09411;3;8;EXTRACT;0;
197.1428;87;-41.80305;43.09411;3;7;EXTRACT;0;
199.1428;87;-41.80305;43.09411;3;6;EXTRACT;0;
201.1428;87;-41.80305;43.09411;3;5;EXTRACT;0;
203.1431;87;-41.80305;43.09411;3;4;EXTRACT;0;
205.1431;87;-41.80305;43.09411;3;3;EXTRACT;0;
207.1431;87;-41.80305;43.09411;3;2;EXTRACT;0;
209.1433;87;-41.80305;43.09411;3;1;EXTRACT;0;
211.1433;87;-41.80305;43.09411;3;0;EXTRACT;0;
211.1433;87;-41.80305;43.09411;3;0;DESTROYED;;
211.1599;94;-30.74397;44.53963;3;16;CREATED;;
217.3201;94;-30.74397;44.53963;3;16;DISCOVER;0;
220.127;94;-30.74397;44.53963;3;15;EXTRACT;0;
222.127;94;-30.74397;44.53963;3;14;EXTRACT;0;
224.127;94;-30.74397;44.53963;3;13;EXTRACT;0;
226.1272;94;-30.74397;44.53963;3;12;EXTRACT;0;
228.1272;94;-30.74397;44.53963;3;11;EXTRACT;0;
230.1272;94;-30.74397;44.53963;3;10;EXTRACT;0;
232.1272;94;-30.74397;44.53963;3;9;EXTRACT;0;
234.1274;94;-30.74397;44.53963;3;8;EXTRACT;0;
236.1274;94;-30.74397;44.53963;3;7;EXTRACT;0;
238.1274;94;-30.74397;44.53963;3;6;EXTRACT;0;
240.1274;94;-30.74397;44.53963;3;5;EXTRACT;0;
242.1277;94;-30.74397;44.53963;3;4;EXTRACT;0;
244.1277;94;-30.74397;44.53963;3;3;EXTRACT;0;
246.1277;94;-30.74397;44.53963;3;2;EXTRACT;0;
248.1277;94;-30.74397;44.53963;3;1;EXTRACT;0;
250.1279;94;-30.74397;44.53963;3;0;EXTRACT;0;
250.1279;94;-30.74397;44.53963;3;0;DESTROYED;;
250.1611;95;33.74757;43.94845;3;16;CREATED;;
276.3599;79;17.74514;42.68354;3;16;DISCOVER;0;
279.4622;79;17.74514;42.68354;3;15;EXTRACT;0;
281.4622;79;17.74514;42.68354;3;14;EXTRACT;0;
283.4624;79;17.74514;42.68354;3;13;EXTRACT;0;
285.4624;79;17.74514;42.68354;3;12;EXTRACT;0;
287.4624;79;17.74514;42.68354;3;11;EXTRACT;0;
289.4624;79;17.74514;42.68354;3;10;EXTRACT;0;
291.4626;79;17.74514;42.68354;3;9;EXTRACT;0;
293.4626;79;17.74514;42.68354;3;8;EXTRACT;0;
295.4626;79;17.74514;42.68354;3;7;EXTRACT;0;
297.4626;79;17.74514;42.68354;3;6;EXTRACT;0;
299.4629;79;17.74514;42.68354;3;5;EXTRACT;0;
301.4629;79;17.74514;42.68354;3;4;EXTRACT;0;
303.4629;79;17.74514;42.68354;3;3;EXTRACT;0;
305.4629;79;17.74514;42.68354;3;2;EXTRACT;0;
307.4631;79;17.74514;42.68354;3;1;EXTRACT;0;
