Time;PatchID;PositionX;PositionZ;Radius;CoinAmount;PatchEvent;TriggerPlayer;
0;80;-8.274448;24.04913;3;16;CREATED;;
0;81;-39.78461;-28.79401;3;16;CREATED;;
0;82;14.88747;-38.18378;3;16;CREATED;;
0;83;44.11308;5.964832;3;16;CREATED;;
0;84;40.4941;-5.918076;3;16;CREATED;;
0;85;-36.8687;27.52373;3;16;CREATED;;
0;86;-35.47987;21.67427;3;16;CREATED;;
0;87;-28.30972;-16.21441;3;16;CREATED;;
0;88;-39.87986;-6.549572;3;16;CREATED;;
0;89;25.91421;28.71799;3;16;CREATED;;
0;90;26.65162;-33.57003;3;16;CREATED;;
0;91;27.68084;37.07529;3;16;CREATED;;
0;92;5.590492;4.827209;3;16;CREATED;;
0;93;-21.55751;24.1564;3;16;CREATED;;
0;94;41.56965;28.5734;3;16;CREATED;;
19.66602;94;41.56965;28.5734;3;16;DISCOVER;5;
23.32227;94;41.56965;28.5734;3;15;EXTRACT;5;
25.3125;94;41.56965;28.5734;3;14;EXTRACT;5;
27.30176;94;41.56965;28.5734;3;13;EXTRACT;5;
29.31738;94;41.56965;28.5734;3;12;EXTRACT;5;
31.03809;81;-39.78461;-28.79401;3;16;DISCOVER;2;
31.32227;94;41.56965;28.5734;3;11;EXTRACT;5;
33.33105;94;41.56965;28.5734;3;10;EXTRACT;5;
34.61914;81;-39.78461;-28.79401;3;15;EXTRACT;2;
35.33691;94;41.56965;28.5734;3;9;EXTRACT;5;
36.60742;81;-39.78461;-28.79401;3;14;EXTRACT;2;
37.32617;94;41.56965;28.5734;3;8;EXTRACT;5;
38.61621;81;-39.78461;-28.79401;3;13;EXTRACT;2;
39.31934;94;41.56965;28.5734;3;7;EXTRACT;5;
40.60742;81;-39.78461;-28.79401;3;12;EXTRACT;2;
41.31152;94;41.56965;28.5734;3;6;EXTRACT;5;
42.63281;81;-39.78461;-28.79401;3;11;EXTRACT;2;
43.31738;94;41.56965;28.5734;3;5;EXTRACT;5;
44.60645;81;-39.78461;-28.79401;3;10;EXTRACT;2;
45.3252;94;41.56965;28.5734;3;4;EXTRACT;5;
46.61133;81;-39.78461;-28.79401;3;9;EXTRACT;2;
47.31445;94;41.56965;28.5734;3;3;EXTRACT;5;
48.60059;81;-39.78461;-28.79401;3;8;EXTRACT;2;
49.30371;94;41.56965;28.5734;3;2;EXTRACT;5;
50.6123;81;-39.78461;-28.79401;3;7;EXTRACT;2;
51.31641;94;41.56965;28.5734;3;1;EXTRACT;5;
52.60938;81;-39.78461;-28.79401;3;6;EXTRACT;2;
53.12988;94;41.56965;28.5734;3;1;DISCOVER;3;
53.31445;94;41.56965;28.5734;3;0;EXTRACT;5;
53.31445;94;41.56965;28.5734;3;0;DESTROYED;;
53.36426;95;-44.02335;-12.11745;3;16;CREATED;;
54.60547;81;-39.78461;-28.79401;3;5;EXTRACT;2;
56.63086;81;-39.78461;-28.79401;3;4;EXTRACT;2;
58.61328;81;-39.78461;-28.79401;3;3;EXTRACT;2;
60.61133;81;-39.78461;-28.79401;3;2;EXTRACT;2;
62.62109;81;-39.78461;-28.79401;3;1;EXTRACT;2;
62.82129;89;25.91421;28.71799;3;16;DISCOVER;3;
64.60938;81;-39.78461;-28.79401;3;0;EXTRACT;2;
64.59668;81;-39.78461;-28.79401;3;0;DESTROYED;;
64.60938;96;-3.639259;-41.77139;3;16;CREATED;;
66.09961;89;25.91421;28.71799;3;15;EXTRACT;3;
68.07324;89;25.91421;28.71799;3;14;EXTRACT;3;
70.06641;89;25.91421;28.71799;3;13;EXTRACT;3;
72.06934;89;25.91421;28.71799;3;12;EXTRACT;3;
72.85645;89;25.91421;28.71799;3;12;DISCOVER;5;
74.07715;89;25.91421;28.71799;3;11;EXTRACT;3;
76.01953;89;25.91421;28.71799;3;10;EXTRACT;5;
76.06934;89;25.91421;28.71799;3;9;EXTRACT;3;
78.00781;89;25.91421;28.71799;3;8;EXTRACT;5;
78.0752;89;25.91421;28.71799;3;7;EXTRACT;3;
80.01855;89;25.91421;28.71799;3;6;EXTRACT;5;
80.08594;89;25.91421;28.71799;3;5;EXTRACT;3;
81.99609;89;25.91421;28.71799;3;4;EXTRACT;5;
82.0791;89;25.91421;28.71799;3;3;EXTRACT;3;
84.00586;89;25.91421;28.71799;3;2;EXTRACT;5;
84.08984;89;25.91421;28.71799;3;1;EXTRACT;3;
85.99609;89;25.91421;28.71799;3;0;EXTRACT;5;
85.99609;89;25.91421;28.71799;3;0;DESTROYED;;
86.0127;97;12.90728;40.02105;3;16;CREATED;;
92.57129;91;27.68084;37.07529;3;16;DISCOVER;5;
96.13281;91;27.68084;37.07529;3;15;EXTRACT;5;
98.12305;91;27.68084;37.07529;3;14;EXTRACT;5;
99.99609;96;-3.639259;-41.77139;3;16;DISCOVER;2;
100.1465;91;27.68084;37.07529;3;13;EXTRACT;5;
102.1523;91;27.68084;37.07529;3;12;EXTRACT;5;
103.7246;96;-3.639259;-41.77139;3;15;EXTRACT;2;
104.1436;91;27.68084;37.07529;3;11;EXTRACT;5;
105.7314;96;-3.639259;-41.77139;3;14;EXTRACT;2;
106.1494;91;27.68084;37.07529;3;10;EXTRACT;5;
107.7363;96;-3.639259;-41.77139;3;13;EXTRACT;2;
108.1543;91;27.68084;37.07529;3;9;EXTRACT;5;
109.7568;96;-3.639259;-41.77139;3;12;EXTRACT;2;
110.1592;91;27.68084;37.07529;3;8;EXTRACT;5;
111.7305;96;-3.639259;-41.77139;3;11;EXTRACT;2;
112.1318;91;27.68084;37.07529;3;7;EXTRACT;5;
113.7559;96;-3.639259;-41.77139;3;10;EXTRACT;2;
114.125;91;27.68084;37.07529;3;6;EXTRACT;5;
115.7314;96;-3.639259;-41.77139;3;9;EXTRACT;2;
116.1318;91;27.68084;37.07529;3;5;EXTRACT;5;
117.7559;96;-3.639259;-41.77139;3;8;EXTRACT;2;
118.125;91;27.68084;37.07529;3;4;EXTRACT;5;
119.7295;96;-3.639259;-41.77139;3;7;EXTRACT;2;
120.1318;91;27.68084;37.07529;3;3;EXTRACT;5;
121.7373;96;-3.639259;-41.77139;3;6;EXTRACT;2;
122.123;91;27.68084;37.07529;3;2;EXTRACT;5;
123.6436;91;27.68084;37.07529;3;2;DISCOVER;4;
123.7275;96;-3.639259;-41.77139;3;5;EXTRACT;2;
124.1279;91;27.68084;37.07529;3;1;EXTRACT;5;
125.7324;96;-3.639259;-41.77139;3;4;EXTRACT;2;
126.1338;91;27.68084;37.07529;3;0;EXTRACT;5;
126.1338;91;27.68084;37.07529;3;0;DESTROYED;;
126.1504;98;-30.29062;-24.02775;3;16;CREATED;;
127.7578;96;-3.639259;-41.77139;3;3;EXTRACT;2;
129.7344;96;-3.639259;-41.77139;3;2;EXTRACT;2;
131.7539;96;-3.639259;-41.77139;3;1;EXTRACT;2;
133.7441;96;-3.639259;-41.77139;3;0;EXTRACT;2;
133.7363;96;-3.639259;-41.77139;3;0;DESTROYED;;
133.7441;99;17.38233;3.741463;3;16;CREATED;;
135.9502;97;12.90728;40.02105;3;16;DISCOVER;5;
139.4785;97;12.90728;40.02105;3;15;EXTRACT;5;
141.5176;97;12.90728;40.02105;3;14;EXTRACT;5;
143.5234;97;12.90728;40.02105;3;13;EXTRACT;5;
145.4971;97;12.90728;40.02105;3;12;EXTRACT;5;
147.5029;97;12.90728;40.02105;3;11;EXTRACT;5;
149.5234;97;12.90728;40.02105;3;10;EXTRACT;5;
151.5127;97;12.90728;40.02105;3;9;EXTRACT;5;
153.5186;97;12.90728;40.02105;3;8;EXTRACT;5;
155.5117;97;12.90728;40.02105;3;7;EXTRACT;5;
157.5176;97;12.90728;40.02105;3;6;EXTRACT;5;
157.9346;90;26.65162;-33.57003;3;16;DISCOVER;2;
159.5205;97;12.90728;40.02105;3;5;EXTRACT;5;
161.3281;90;26.65162;-33.57003;3;15;EXTRACT;2;
161.5117;97;12.90728;40.02105;3;4;EXTRACT;5;
163.3223;90;26.65162;-33.57003;3;14;EXTRACT;2;
163.5244;97;12.90728;40.02105;3;3;EXTRACT;5;
165.3115;90;26.65162;-33.57003;3;13;EXTRACT;2;
165.5117;97;12.90728;40.02105;3;2;EXTRACT;5;
167.3359;90;26.65162;-33.57003;3;12;EXTRACT;2;
167.5361;97;12.90728;40.02105;3;1;EXTRACT;5;
169.3467;90;26.65162;-33.57003;3;11;EXTRACT;2;
169.5303;97;12.90728;40.02105;3;0;EXTRACT;5;
169.5166;97;12.90728;40.02105;3;0;DESTROYED;;
169.5303;100;-33.49152;37.99852;3;16;CREATED;;
171.3193;90;26.65162;-33.57003;3;10;EXTRACT;2;
173.3428;90;26.65162;-33.57003;3;9;EXTRACT;2;
175.3184;90;26.65162;-33.57003;3;8;EXTRACT;2;
177.3232;90;26.65162;-33.57003;3;7;EXTRACT;2;
179.3301;90;26.65162;-33.57003;3;6;EXTRACT;2;
181.3232;90;26.65162;-33.57003;3;5;EXTRACT;2;
183.3135;90;26.65162;-33.57003;3;4;EXTRACT;2;
185.3418;90;26.65162;-33.57003;3;3;EXTRACT;2;
187.1504;99;17.38233;3.741463;3;16;DISCOVER;4;
187.3184;90;26.65162;-33.57003;3;2;EXTRACT;2;
189.3262;90;26.65162;-33.57003;3;1;EXTRACT;2;
190.6797;99;17.38233;3.741463;3;15;EXTRACT;4;
191.3145;90;26.65162;-33.57003;3;0;EXTRACT;2;
191.3145;90;26.65162;-33.57003;3;0;DESTROYED;;
191.3311;101;29.22113;31.16161;3;16;CREATED;;
192.1504;95;-44.02335;-12.11745;3;16;DISCOVER;3;
192.6836;99;17.38233;3.741463;3;14;EXTRACT;4;
194.6729;99;17.38233;3.741463;3;13;EXTRACT;4;
194.9746;95;-44.02335;-12.11745;3;15;EXTRACT;3;
196.6982;99;17.38233;3.741463;3;12;EXTRACT;4;
196.999;95;-44.02335;-12.11745;3;14;EXTRACT;3;
198.6689;99;17.38233;3.741463;3;11;EXTRACT;4;
198.9873;100;-33.49152;37.99852;3;16;DISCOVER;5;
198.9873;95;-44.02335;-12.11745;3;13;EXTRACT;3;
200.6748;99;17.38233;3.741463;3;10;EXTRACT;4;
200.9775;95;-44.02335;-12.11745;3;12;EXTRACT;3;
202.2158;100;-33.49152;37.99852;3;15;EXTRACT;5;
202.668;99;17.38233;3.741463;3;9;EXTRACT;4;
202.9854;95;-44.02335;-12.11745;3;11;EXTRACT;3;
204.2051;100;-33.49152;37.99852;3;14;EXTRACT;5;
204.6709;99;17.38233;3.741463;3;8;EXTRACT;4;
204.9893;95;-44.02335;-12.11745;3;10;EXTRACT;3;
206.1904;100;-33.49152;37.99852;3;13;EXTRACT;5;
206.6758;99;17.38233;3.741463;3;7;EXTRACT;4;
206.9785;95;-44.02335;-12.11745;3;9;EXTRACT;3;
208.1992;100;-33.49152;37.99852;3;12;EXTRACT;5;
208.6846;99;17.38233;3.741463;3;6;EXTRACT;4;
208.9854;95;-44.02335;-12.11745;3;8;EXTRACT;3;
210.2061;100;-33.49152;37.99852;3;11;EXTRACT;5;
210.6895;99;17.38233;3.741463;3;5;EXTRACT;4;
210.9736;95;-44.02335;-12.11745;3;7;EXTRACT;3;
212.1963;100;-33.49152;37.99852;3;10;EXTRACT;5;
212.6992;99;17.38233;3.741463;3;4;EXTRACT;4;
212.9834;95;-44.02335;-12.11745;3;6;EXTRACT;3;
214.2041;100;-33.49152;37.99852;3;9;EXTRACT;5;
214.6895;99;17.38233;3.741463;3;3;EXTRACT;4;
214.9736;95;-44.02335;-12.11745;3;5;EXTRACT;3;
216.1953;100;-33.49152;37.99852;3;8;EXTRACT;5;
216.6973;99;17.38233;3.741463;3;2;EXTRACT;4;
216.9844;95;-44.02335;-12.11745;3;4;EXTRACT;3;
218.1982;100;-33.49152;37.99852;3;7;EXTRACT;5;
218.6699;99;17.38233;3.741463;3;1;EXTRACT;4;
218.9766;95;-44.02335;-12.11745;3;3;EXTRACT;3;
220.2275;100;-33.49152;37.99852;3;6;EXTRACT;5;
220.6807;99;17.38233;3.741463;3;0;EXTRACT;4;
220.6768;99;17.38233;3.741463;3;0;DESTROYED;;
220.6807;102;28.13916;41.55518;3;16;CREATED;;
220.9824;95;-44.02335;-12.11745;3;2;EXTRACT;3;
222.2139;100;-33.49152;37.99852;3;5;EXTRACT;5;
222.9766;95;-44.02335;-12.11745;3;1;EXTRACT;3;
224.2109;100;-33.49152;37.99852;3;4;EXTRACT;5;
224.9707;95;-44.02335;-12.11745;3;0;EXTRACT;3;
224.9707;95;-44.02335;-12.11745;3;0;DESTROYED;;
224.9883;103;-17.42689;37.87912;3;16;CREATED;;
226.1963;100;-33.49152;37.99852;3;3;EXTRACT;5;
228.1982;100;-33.49152;37.99852;3;2;EXTRACT;5;
230.2227;100;-33.49152;37.99852;3;1;EXTRACT;5;
230.7266;88;-39.87986;-6.549572;3;16;DISCOVER;3;
232.1963;100;-33.49152;37.99852;3;0;EXTRACT;5;
232.1963;100;-33.49152;37.99852;3;0;DESTROYED;;
232.2129;104;0.5171471;-14.98211;3;16;CREATED;;
233.6709;84;40.4941;-5.918076;3;16;DISCOVER;2;
233.877;88;-39.87986;-6.549572;3;15;EXTRACT;3;
235.9023;88;-39.87986;-6.549572;3;14;EXTRACT;3;
237.4141;84;40.4941;-5.918076;3;15;EXTRACT;2;
237.8848;88;-39.87986;-6.549572;3;13;EXTRACT;3;
239.3896;84;40.4941;-5.918076;3;14;EXTRACT;2;
239.8955;88;-39.87986;-6.549572;3;12;EXTRACT;3;
241.4141;84;40.4941;-5.918076;3;13;EXTRACT;2;
241.9053;88;-39.87986;-6.549572;3;11;EXTRACT;3;
243.3867;84;40.4941;-5.918076;3;12;EXTRACT;2;
243.9209;88;-39.87986;-6.549572;3;10;EXTRACT;3;
245.3984;84;40.4941;-5.918076;3;11;EXTRACT;2;
245.8652;88;-39.87986;-6.549572;3;9;EXTRACT;3;
247.4004;84;40.4941;-5.918076;3;10;EXTRACT;2;
247.8936;88;-39.87986;-6.549572;3;8;EXTRACT;3;
249.3359;84;40.4941;-5.918076;3;9;EXTRACT;2;
249.8574;88;-39.87986;-6.549572;3;7;EXTRACT;3;
251.3965;84;40.4941;-5.918076;3;8;EXTRACT;2;
251.8916;88;-39.87986;-6.549572;3;6;EXTRACT;3;
253.3936;84;40.4941;-5.918076;3;7;EXTRACT;2;
253.8867;88;-39.87986;-6.549572;3;5;EXTRACT;3;
255.3857;84;40.4941;-5.918076;3;6;EXTRACT;2;
255.8311;88;-39.87986;-6.549572;3;4;EXTRACT;3;
257.0244;82;14.88747;-38.18378;3;16;DISCOVER;4;
257.3945;84;40.4941;-5.918076;3;5;EXTRACT;2;
257.8809;88;-39.87986;-6.549572;3;3;EXTRACT;3;
259.3877;84;40.4941;-5.918076;3;4;EXTRACT;2;
259.917;88;-39.87986;-6.549572;3;2;EXTRACT;3;
260.0176;82;14.88747;-38.18378;3;15;EXTRACT;4;
261.4014;84;40.4941;-5.918076;3;3;EXTRACT;2;
261.8408;88;-39.87986;-6.549572;3;1;EXTRACT;3;
262.0127;82;14.88747;-38.18378;3;14;EXTRACT;4;
263.4043;84;40.4941;-5.918076;3;2;EXTRACT;2;
263.8857;88;-39.87986;-6.549572;3;0;EXTRACT;3;
263.877;88;-39.87986;-6.549572;3;0;DESTROYED;;
263.8857;105;4.625206;-23.02856;3;16;CREATED;;
264.0273;82;14.88747;-38.18378;3;13;EXTRACT;4;
265.4121;84;40.4941;-5.918076;3;1;EXTRACT;2;
266.0098;82;14.88747;-38.18378;3;12;EXTRACT;4;
267.3818;84;40.4941;-5.918076;3;0;EXTRACT;2;
267.377;84;40.4941;-5.918076;3;0;DESTROYED;;
267.3818;106;-8.108078;-32.62123;3;16;CREATED;;
268.0098;82;14.88747;-38.18378;3;11;EXTRACT;4;
270.0098;82;14.88747;-38.18378;3;10;EXTRACT;4;
272.0332;82;14.88747;-38.18378;3;9;EXTRACT;4;
274.0264;82;14.88747;-38.18378;3;8;EXTRACT;4;
276.0098;82;14.88747;-38.18378;3;7;EXTRACT;4;
278.0098;82;14.88747;-38.18378;3;6;EXTRACT;4;
280.0479;82;14.88747;-38.18378;3;5;EXTRACT;4;
282.0107;82;14.88747;-38.18378;3;4;EXTRACT;4;
284.0127;82;14.88747;-38.18378;3;3;EXTRACT;4;
286.0176;82;14.88747;-38.18378;3;2;EXTRACT;4;
287.9766;82;14.88747;-38.18378;3;1;EXTRACT;4;
290.0195;82;14.88747;-38.18378;3;0;EXTRACT;4;
290.0166;82;14.88747;-38.18378;3;0;DESTROYED;;
290.0195;107;20.21301;-11.21105;3;16;CREATED;;
309.7471;102;28.13916;41.55518;3;16;DISCOVER;2;
313.1914;102;28.13916;41.55518;3;15;EXTRACT;2;
