Time;PatchID;PositionX;PositionZ;Radius;CoinAmount;PatchEvent;TriggerPlayer;
0;610;19.23438;44.03709;3;16;CREATED;;
0;611;12.65504;-30.42287;3;16;CREATED;;
0;612;4.401745;1.245667;3;16;CREATED;;
0;613;41.46902;-23.99333;3;16;CREATED;;
0;614;-21.1714;31.65251;3;16;CREATED;;
0;615;-15.08324;7.552357;3;16;CREATED;;
0;616;-40.30925;44.95595;3;16;CREATED;;
0;617;13.56514;32.7766;3;16;CREATED;;
0;618;-2.326748;7.670845;3;16;CREATED;;
0;619;-4.242702;-5.362846;3;16;CREATED;;
0;620;-26.71268;7.102699;3;16;CREATED;;
0;621;41.00633;-41.62634;3;16;CREATED;;
0;622;26.94441;-31.33755;3;16;CREATED;;
0;623;37.646;2.410412;3;16;CREATED;;
0;624;-7.380489;33.28712;3;16;CREATED;;
5.75;623;37.646;2.410412;3;16;DISCOVER;3;
8.96875;623;37.646;2.410412;3;15;EXTRACT;3;
10.96875;623;37.646;2.410412;3;14;EXTRACT;3;
13;623;37.646;2.410412;3;13;EXTRACT;3;
14.96875;623;37.646;2.410412;3;12;EXTRACT;3;
15.54688;620;-26.71268;7.102699;3;16;DISCOVER;2;
16.98438;623;37.646;2.410412;3;11;EXTRACT;3;
18.82813;620;-26.71268;7.102699;3;15;EXTRACT;2;
19;623;37.646;2.410412;3;10;EXTRACT;3;
20.84375;620;-26.71268;7.102699;3;14;EXTRACT;2;
20.95313;623;37.646;2.410412;3;9;EXTRACT;3;
22.29688;623;37.646;2.410412;3;9;DISCOVER;0;
22.8125;620;-26.71268;7.102699;3;13;EXTRACT;2;
23;623;37.646;2.410412;3;8;EXTRACT;3;
24.82813;620;-26.71268;7.102699;3;12;EXTRACT;2;
24.98438;623;37.646;2.410412;3;7;EXTRACT;3;
25.10938;623;37.646;2.410412;3;6;EXTRACT;0;
26.82813;620;-26.71268;7.102699;3;11;EXTRACT;2;
27;623;37.646;2.410412;3;5;EXTRACT;3;
27.10938;623;37.646;2.410412;3;4;EXTRACT;0;
28.84375;620;-26.71268;7.102699;3;10;EXTRACT;2;
28.95313;623;37.646;2.410412;3;3;EXTRACT;3;
29.125;623;37.646;2.410412;3;2;EXTRACT;0;
30.84375;620;-26.71268;7.102699;3;9;EXTRACT;2;
30.96875;623;37.646;2.410412;3;1;EXTRACT;3;
31.125;623;37.646;2.410412;3;0;EXTRACT;0;
31.10938;623;37.646;2.410412;3;0;DESTROYED;;
31.125;625;-44.61451;39.04676;3;16;CREATED;;
32.84375;620;-26.71268;7.102699;3;8;EXTRACT;2;
34.8125;620;-26.71268;7.102699;3;7;EXTRACT;2;
35.89063;620;-26.71268;7.102699;3;7;DISCOVER;1;
36.8125;620;-26.71268;7.102699;3;6;EXTRACT;2;
38.625;620;-26.71268;7.102699;3;5;EXTRACT;1;
38.8125;620;-26.71268;7.102699;3;4;EXTRACT;2;
40.625;620;-26.71268;7.102699;3;3;EXTRACT;1;
40.82813;620;-26.71268;7.102699;3;2;EXTRACT;2;
42.625;620;-26.71268;7.102699;3;1;EXTRACT;1;
42.82813;620;-26.71268;7.102699;3;0;EXTRACT;2;
42.79688;620;-26.71268;7.102699;3;0;DESTROYED;;
42.82813;626;-15.1859;43.39001;3;16;CREATED;;
59.625;611;12.65504;-30.42287;3;16;DISCOVER;0;
63.3125;611;12.65504;-30.42287;3;15;EXTRACT;0;
65.3125;611;12.65504;-30.42287;3;14;EXTRACT;0;
67.32813;611;12.65504;-30.42287;3;13;EXTRACT;0;
69.04688;626;-15.1859;43.39001;3;16;DISCOVER;2;
69.32813;611;12.65504;-30.42287;3;12;EXTRACT;0;
71.29688;611;12.65504;-30.42287;3;11;EXTRACT;0;
73.0625;626;-15.1859;43.39001;3;15;EXTRACT;2;
73.29688;611;12.65504;-30.42287;3;10;EXTRACT;0;
75.0625;626;-15.1859;43.39001;3;14;EXTRACT;2;
75.29688;611;12.65504;-30.42287;3;9;EXTRACT;0;
77.0625;626;-15.1859;43.39001;3;13;EXTRACT;2;
77.3125;611;12.65504;-30.42287;3;8;EXTRACT;0;
78.67188;611;12.65504;-30.42287;3;8;DISCOVER;1;
79.07813;626;-15.1859;43.39001;3;12;EXTRACT;2;
79.3125;611;12.65504;-30.42287;3;7;EXTRACT;0;
81.07813;626;-15.1859;43.39001;3;11;EXTRACT;2;
81.3125;611;12.65504;-30.42287;3;6;EXTRACT;0;
81.4375;611;12.65504;-30.42287;3;5;EXTRACT;1;
83.07813;626;-15.1859;43.39001;3;10;EXTRACT;2;
83.32813;611;12.65504;-30.42287;3;4;EXTRACT;0;
83.4375;611;12.65504;-30.42287;3;3;EXTRACT;1;
85.07813;626;-15.1859;43.39001;3;9;EXTRACT;2;
85.32813;611;12.65504;-30.42287;3;2;EXTRACT;0;
85.4375;611;12.65504;-30.42287;3;1;EXTRACT;1;
87.09375;626;-15.1859;43.39001;3;8;EXTRACT;2;
87.32813;611;12.65504;-30.42287;3;0;EXTRACT;0;
87.3125;611;12.65504;-30.42287;3;0;DESTROYED;;
87.32813;627;-42.21312;-5.19035;3;16;CREATED;;
88.9375;626;-15.1859;43.39001;3;8;DISCOVER;3;
89.09375;626;-15.1859;43.39001;3;7;EXTRACT;2;
91.09375;626;-15.1859;43.39001;3;6;EXTRACT;2;
91.70313;626;-15.1859;43.39001;3;5;EXTRACT;3;
93.0625;626;-15.1859;43.39001;3;4;EXTRACT;2;
93.70313;626;-15.1859;43.39001;3;3;EXTRACT;3;
95.0625;626;-15.1859;43.39001;3;2;EXTRACT;2;
95.70313;626;-15.1859;43.39001;3;1;EXTRACT;3;
97.07813;626;-15.1859;43.39001;3;0;EXTRACT;2;
97.03125;626;-15.1859;43.39001;3;0;DESTROYED;;
97.07813;628;-18.81147;-25.70585;3;16;CREATED;;
109.1875;624;-7.380489;33.28712;3;16;DISCOVER;2;
112.5156;624;-7.380489;33.28712;3;15;EXTRACT;2;
114.5156;624;-7.380489;33.28712;3;14;EXTRACT;2;
116.5313;624;-7.380489;33.28712;3;13;EXTRACT;2;
118.5313;624;-7.380489;33.28712;3;12;EXTRACT;2;
120.5469;624;-7.380489;33.28712;3;11;EXTRACT;2;
122.5469;624;-7.380489;33.28712;3;10;EXTRACT;2;
124.5156;624;-7.380489;33.28712;3;9;EXTRACT;2;
126.5156;624;-7.380489;33.28712;3;8;EXTRACT;2;
128.5313;624;-7.380489;33.28712;3;7;EXTRACT;2;
130.5313;624;-7.380489;33.28712;3;6;EXTRACT;2;
131.2031;624;-7.380489;33.28712;3;6;DISCOVER;1;
132.5313;624;-7.380489;33.28712;3;5;EXTRACT;2;
133.9844;624;-7.380489;33.28712;3;4;EXTRACT;1;
134.5469;624;-7.380489;33.28712;3;3;EXTRACT;2;
134.8125;627;-42.21312;-5.19035;3;16;DISCOVER;3;
135.9844;624;-7.380489;33.28712;3;2;EXTRACT;1;
