Time;PlayerID;PositionX;PositionZ;ForwardX;ForwardZ;Velocity;IsExtracting;IsAllowedToMove;WaitingForExtraction;CoinAmount;VisiblePlayers;
0.02331543;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.05664063;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.1066895;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.1400146;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.1733398;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.2233887;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.2565918;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.3066406;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.3399658;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.373291;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.4233398;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.456665;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.5067139;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.539917;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.5733643;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.623291;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.6566162;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.706665;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.7399902;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.7733154;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.8233643;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.8566895;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.9067383;0;-12.43221;-23.0089;-0.6398517;0.7684984;0;False;True;False;336;( );
0.9400635;0;-12.43221;-23.0089;-0.6368723;0.7709693;0;False;True;False;336;( );
0.9732666;0;-12.43221;-23.0089;-0.6237468;0.7816265;0;False;True;False;336;( );
1.023315;0;-12.43221;-23.0089;-0.5908138;0.806808;0;False;True;False;336;( );
1.056641;0;-12.43221;-23.0089;-0.5625519;0.826762;0;False;True;False;336;( );
1.106689;0;-12.43221;-23.0089;-0.5133102;0.8582032;0;False;True;False;336;( );
1.140015;0;-12.43221;-23.0089;-0.4770273;0.8788885;0;False;True;False;336;( );
1.17334;0;-12.43221;-23.0089;-0.4385779;0.8986932;0;False;True;False;336;( );
1.223389;0;-12.43221;-23.0089;-0.3777665;0.9259009;0;False;True;False;336;( );
1.256714;0;-12.43221;-23.0089;-0.3355805;0.9420115;0;False;True;False;336;( );
1.306641;0;-12.43221;-23.0089;-0.2702507;0.96279;0;False;True;False;336;( );
1.340088;0;-12.43221;-23.0089;-0.2257317;0.9741895;0;False;True;False;336;( );
1.373413;0;-12.43221;-23.0089;-0.1804992;0.9835752;0;False;True;False;336;( );
1.42334;0;-12.43221;-23.0089;-0.1117609;0.9937351;0;False;True;False;336;( );
1.456665;0;-12.43221;-23.0089;-0.06560177;0.9978459;0;False;True;False;336;( );
1.506714;0;-12.43221;-23.0089;0.004045484;0.9999918;0;False;True;False;336;( );
1.540039;0;-12.43221;-23.0089;0.05051486;0.9987233;0;False;True;False;336;( );
1.573364;0;-12.43221;-23.0089;0.09686582;0.9952975;0;False;True;False;336;( );
1.623291;0;-12.43221;-23.0089;0.1660208;0.9861223;0;False;True;False;336;( );
1.656738;0;-12.43221;-23.0089;0.2116588;0.9773436;0;False;True;False;336;( );
1.706665;0;-12.43221;-23.0089;0.2793322;0.9601945;0;False;True;False;336;( );
1.73999;0;-12.43221;-23.0089;0.3236908;0.9461629;0;False;True;False;336;( );
1.773315;0;-12.43221;-23.0089;0.3673513;0.9300823;0;False;True;False;336;( );
1.823364;0;-12.43221;-23.0089;0.4313836;0.9021687;0;False;True;False;336;( );
1.856689;0;-12.43221;-23.0089;0.463155;0.8862773;0;False;True;False;336;( );
1.906738;0;-12.43221;-23.0089;0.4930665;0.8699917;0;False;True;False;336;( );
1.940063;0;-12.43221;-23.0089;0.5054619;0.8628489;0;False;True;False;336;( );
1.973389;0;-12.43221;-23.0089;0.5139881;0.8577973;0;False;True;False;336;( );
2.023315;0;-12.43221;-23.0089;0.5221121;0.852877;0;False;True;False;336;( );
2.056763;0;-12.43221;-23.0089;0.525511;0.8507868;0;False;True;False;336;( );
2.106689;0;-12.43221;-23.0089;0.5287551;0.8487745;0;False;True;False;336;( );
2.140015;0;-12.43221;-23.0089;0.5301136;0.8479266;0;False;True;False;336;( );
2.17334;0;-12.43221;-23.0089;0.5310572;0.847336;0;False;True;False;336;( );
2.223389;0;-12.43221;-23.0089;0.5319595;0.8467698;0;False;True;False;336;( );
2.256714;0;-12.43221;-23.0089;0.5323381;0.8465318;0;False;True;False;336;( );
2.306763;0;-12.43221;-23.0089;0.5327004;0.8463039;0;False;True;False;336;( );
2.340088;0;-12.43221;-23.0089;0.5328525;0.8462082;0;False;True;False;336;( );
2.373413;0;-12.43221;-23.0089;0.532958;0.8461417;0;False;True;False;336;( );
2.42334;0;-12.43221;-23.0089;0.5330592;0.846078;0;False;True;False;336;( );
2.456787;0;-12.43221;-23.0089;0.5331016;0.8460512;0;False;True;False;336;( );
2.506714;0;-12.43221;-23.0089;0.5331423;0.8460256;0;False;True;False;336;( );
2.540039;0;-12.43221;-23.0089;0.5331594;0.8460149;0;False;True;False;336;( );
2.573364;0;-12.43221;-23.0089;0.5331712;0.8460073;0;False;True;False;336;( );
2.623413;0;-12.43221;-23.0089;0.5331825;0.8460003;0;False;True;False;336;( );
2.656738;0;-12.43221;-23.0089;0.5331872;0.8459973;0;False;True;False;336;( );
2.706665;0;-12.43221;-23.0089;0.5331918;0.8459944;0;False;True;False;336;( );
2.740112;0;-12.43221;-23.0089;0.5424796;0.8400689;0;False;True;False;336;( );
2.773438;0;-12.43221;-23.0089;0.5606939;0.8280231;0;False;True;False;336;( );
2.823486;0;-12.43221;-23.0089;0.5983279;0.8012514;0;False;True;False;336;( );
2.856812;0;-12.43221;-23.0089;0.6272604;0.7788096;0;False;True;False;336;( );
2.906738;0;-12.43221;-23.0089;0.6730446;0.739602;0;False;True;False;336;( );
2.940063;0;-12.43221;-23.0089;0.7038913;0.7103077;0;False;True;False;336;( );
2.973389;0;-12.43221;-23.0089;0.7342983;0.678827;0;False;True;False;336;( );
3.023315;0;-12.43221;-23.0089;0.7782059;0.6280093;0;False;True;False;336;( );
3.056763;0;-12.43221;-23.0089;0.8059578;0.5919731;0;False;True;False;336;( );
3.106689;0;-12.43221;-23.0089;0.844682;0.5352685;0;False;True;False;336;( );
3.140137;0;-12.43221;-23.0089;0.8684707;0.4957407;0;False;True;False;336;( );
3.173462;0;-12.43221;-23.0089;0.8904487;0.4550834;0;False;True;False;336;( );
3.223389;0;-12.43221;-23.0089;0.9199015;0.3921493;0;False;True;False;336;( );
3.256836;0;-12.43221;-23.0089;0.9371402;0.3489534;0;False;True;False;336;( );
3.306763;0;-12.43221;-23.0089;0.9591563;0.2828767;0;False;True;False;336;( );
3.340088;0;-12.43221;-23.0089;0.9712631;0.2380085;0;False;True;False;336;( );
3.373413;0;-12.43221;-23.0089;0.9812814;0.1925797;0;False;True;False;336;( );
3.423462;0;-12.43221;-23.0089;0.9923199;0.1236976;0;False;True;False;336;( );
3.456787;0;-12.43221;-23.0089;0.996999;0.07741439;0;False;True;False;336;( );
3.506714;0;-12.43221;-23.0089;0.9999704;0.007696688;0;False;True;False;336;( );
3.540039;0;-12.43221;-23.0089;0.9992477;-0.03878355;0;False;True;False;336;( );
3.573486;0;-12.43221;-23.0089;0.9963608;-0.08523595;0;False;True;False;336;( );
3.623413;0;-12.43221;-23.0089;0.9879814;-0.1545731;0;False;True;False;336;( );
3.656738;0;-12.43221;-23.0089;0.9797199;-0.2003722;0;False;True;False;336;( );
3.706787;0;-12.43221;-23.0089;0.9633483;-0.2682535;0;False;True;False;336;( );
3.740112;0;-12.43221;-23.0089;0.9498394;-0.3127381;0;False;True;False;336;( );
3.773438;0;-12.43221;-23.0089;0.9342601;-0.3565923;0;False;True;False;336;( );
3.823486;0;-12.43221;-23.0089;0.9070946;-0.4209268;0;False;True;False;336;( );
3.856812;0;-12.43221;-23.0089;0.8865376;-0.4626566;0;False;True;False;336;( );
3.906738;0;-12.43221;-23.0089;0.8521185;-0.523349;0;False;True;False;336;( );
3.940063;0;-12.43221;-23.0089;0.8268372;-0.5624412;0;False;True;False;336;( );
3.973511;0;-12.43221;-23.0089;0.7997635;-0.6003152;0;False;True;False;336;( );
4.023438;0;-12.43221;-23.0089;0.7559404;-0.6546405;0;False;True;False;336;( );
4.056763;0;-12.43221;-23.0089;0.7246482;-0.6891189;0;False;True;False;336;( );
4.106812;0;-12.43221;-23.0089;0.674864;-0.7379422;0;False;True;False;336;( );
4.140137;0;-12.43221;-23.0089;0.6397593;-0.7685753;0;False;True;False;336;( );
4.173462;0;-12.43221;-23.0089;0.6033076;-0.7975087;0;False;True;False;336;( );
4.223511;0;-12.43221;-23.0089;0.5461794;-0.8376683;0;False;True;False;336;( );
4.256836;0;-12.43221;-23.0089;0.5066552;-0.8621488;0;False;True;False;336;( );
4.306763;0;-12.43221;-23.0089;0.4452852;-0.8953888;0;False;True;False;336;( );
4.34021;0;-12.43221;-23.0089;0.403166;-0.9151269;0;False;True;False;336;( );
4.373535;0;-12.43221;-23.0089;0.3600802;-0.9329214;0;False;True;False;336;( );
4.423462;0;-12.43221;-23.0089;0.2941678;-0.9557538;0;False;True;False;336;( );
4.456787;0;-12.43221;-23.0089;0.2493413;-0.9684157;0;False;True;False;336;( );
4.506836;0;-12.43221;-23.0089;0.1811936;-0.9834474;0;False;True;False;336;( );
4.540161;0;-12.43221;-23.0089;0.1352268;-0.9908147;0;False;True;False;336;( );
4.573486;0;-12.43221;-23.0089;0.09993099;-0.9949944;0;False;True;False;336;( );
4.623413;0;-12.43221;-23.0089;0.06599641;-0.9978199;0;False;True;False;336;( );
4.65686;0;-12.43221;-23.0089;0.05174467;-0.9986604;0;False;True;False;336;( );
4.706787;0;-12.43221;-23.0089;0.03807206;-0.999275;0;False;True;False;336;( );
4.740112;0;-12.43221;-23.0089;0.03233045;-0.9994773;0;False;True;False;336;( );
4.773438;0;-12.43221;-23.0089;0.02834775;-0.9995981;0;False;True;False;336;( );
4.823486;0;-12.43221;-23.0089;0.02452896;-0.9996991;0;False;True;False;336;( );
4.856812;0;-12.43221;-23.0089;0.02292657;-0.9997371;0;False;True;False;336;( );
4.906738;0;-12.43221;-23.0089;0.01749862;-0.9998469;0;False;True;False;336;( );
4.940186;0;-12.43221;-23.0089;-8.043833E-05;-1;0;False;True;False;336;( );
4.973511;0;-12.43221;-23.0089;-0.02648845;-0.9996492;0;False;True;False;336;( );
5.023438;0;-12.43221;-23.0089;-0.07692757;-0.9970367;0;False;True;False;336;( );
5.056763;0;-12.43221;-23.0089;-0.1043036;-0.9945456;0;False;True;False;336;( );
5.106812;0;-12.43221;-23.0089;-0.1303961;-0.991462;0;False;True;False;336;( );
5.140137;0;-12.43221;-23.0089;-0.1413331;-0.9899622;0;False;True;False;336;( );
5.173462;0;-12.43221;-23.0089;-0.1489119;-0.9888505;0;False;True;False;336;( );
5.223511;0;-12.43221;-23.0089;-0.1561634;-0.9877312;0;False;True;False;336;( );
5.256836;0;-12.43221;-23.0089;-0.159204;-0.9872458;0;False;True;False;336;( );
5.306763;0;-12.43221;-23.0089;-0.1621115;-0.9867724;0;False;True;False;336;( );
5.340088;0;-12.43221;-23.0089;-0.1633342;-0.9865708;0;False;True;False;336;( );
5.373535;0;-12.43312;-23.01437;-0.1641812;-0.9864302;0.333;False;True;False;336;( );
5.423462;0;-12.43995;-23.05534;-0.1649935;-0.9862947;1.035829;False;True;False;336;( );
5.456787;0;-12.4469;-23.09687;-0.165334;-0.9862376;1.330408;False;True;False;336;( );
5.506836;0;-12.45956;-23.17231;-0.16566;-0.9861829;1.612515;False;True;False;336;( );
5.540161;0;-12.46896;-23.22827;-0.1657967;-0.9861599;1.730806;False;True;False;336;( );
5.573486;0;-12.47888;-23.28725;-0.1658918;-0.9861439;1.813055;False;True;False;336;( );
5.623535;0;-12.49439;-23.37944;-0.1659828;-0.9861287;1.891851;False;True;False;336;( );
5.65686;0;-12.505;-23.44246;-0.166021;-0.9861223;1.924891;False;True;False;336;( );
5.706787;0;-12.52116;-23.53843;-0.1660576;-0.9861161;1.956525;False;True;False;336;( );
5.740234;0;-12.53204;-23.60308;-0.1660729;-0.9861135;1.969808;False;True;False;336;( );
5.77356;0;-12.543;-23.66813;-0.1660836;-0.9861118;1.979042;False;True;False;336;( );
5.823486;0;-12.55948;-23.76596;-0.1660938;-0.98611;1.987867;False;True;False;336;( );
5.856812;0;-12.57052;-23.83149;-0.1660981;-0.9861093;1.99158;False;True;False;336;( );
5.90686;0;-12.58707;-23.92978;-0.1661022;-0.9861085;1.995126;False;True;False;336;( );
5.940186;0;-12.59812;-23.99538;-0.1661039;-0.9861083;1.996615;False;True;False;336;( );
5.973511;0;-12.60918;-24.06102;-0.1661051;-0.9861081;1.997649;False;True;False;336;( );
6.023438;0;-12.62578;-24.15956;-0.1699476;-0.9854531;1.99864;False;True;False;336;( );
6.056885;0;-12.63732;-24.22512;-0.1865801;-0.9824398;1.999055;False;True;False;336;( );
6.106812;0;-12.65723;-24.32316;-0.2271693;-0.9738553;1.999453;False;True;False;336;( );
6.140137;0;-12.6729;-24.38787;-0.2607261;-0.9654129;1.99962;False;True;False;336;( );
6.173462;0;-12.69089;-24.45208;-0.2937823;-0.9558724;1.999736;False;True;False;336;( );
6.223511;0;-12.72146;-24.54734;-0.3251049;-0.945678;1.999848;False;True;False;336;( );
6.256836;0;-12.74334;-24.61023;-0.3381306;-0.9410992;1.999894;False;True;False;336;( );
6.306885;0;-12.77763;-24.70418;-0.3505573;-0.9365413;1.999939;False;True;False;336;( );
6.34021;0;-12.80112;-24.76666;-0.3557587;-0.9345778;1.999957;False;True;False;336;( );
6.373535;0;-12.82491;-24.82896;-0.3593597;-0.933199;1.99997;False;True;False;336;( );
6.423462;0;-12.86096;-24.9222;-0.3628012;-0.9318666;1.999983;False;True;False;336;( );
6.456909;0;-12.88515;-24.98425;-0.3642436;-0.9313037;1.999988;False;True;False;336;( );
6.506836;0;-12.92166;-25.07743;-0.365626;-0.9307619;1.999993;False;True;False;336;( );
6.540161;0;-12.94604;-25.13948;-0.3662054;-0.930534;1.999995;False;True;False;336;( );
6.573608;0;-12.97047;-25.20153;-0.3666078;-0.9303756;1.999997;False;True;False;336;( );
6.623535;0;-13.00713;-25.29452;-0.3669929;-0.9302238;1.999998;False;True;False;336;( );
6.65686;0;-13.03163;-25.35661;-0.3671546;-0.9301599;1.999999;False;True;False;336;( );
6.706909;0;-13.06834;-25.44959;-0.3673093;-0.9300989;1.999999;False;True;False;336;( );
6.740112;0;-13.0928;-25.51154;-0.3673742;-0.9300733;1.999999;False;True;False;336;( );
6.77356;0;-13.11729;-25.57353;-0.3674192;-0.9300554;2;False;True;False;336;( );
6.823608;0;-13.15406;-25.66661;-0.3674625;-0.9300383;2;False;True;False;336;( );
6.856934;0;-13.17858;-25.72866;-0.3674807;-0.9300312;2;False;True;False;336;( );
6.90686;0;-13.21532;-25.82166;-0.3674981;-0.9300243;2;False;True;False;336;( );
6.940186;0;-13.2398;-25.8836;-0.3675053;-0.9300214;2;False;True;False;336;( );
6.973511;0;-13.26428;-25.94554;-0.3675104;-0.9300194;2;False;True;False;336;( );
7.02356;0;-13.30104;-26.03856;-0.3675153;-0.9300175;2;False;True;False;336;( );
7.056885;0;-13.32553;-26.10055;-0.3675174;-0.9300167;2;False;True;False;336;( );
7.106812;0;-13.36228;-26.19355;-0.3675192;-0.9300159;2;False;True;False;336;( );
7.140259;0;-13.38684;-26.2557;-0.3675201;-0.9300156;2;False;True;False;336;( );
7.173584;0;-13.41132;-26.31764;-0.3675206;-0.9300153;2;False;True;False;336;( );
7.223511;0;-13.44808;-26.41066;-0.3675212;-0.9300152;2;False;True;False;336;( );
7.256836;0;-13.47259;-26.47267;-0.3675214;-0.9300151;2;False;True;False;336;( );
7.306885;0;-13.50934;-26.56567;-0.3675216;-0.930015;2;False;True;False;336;( );
7.34021;0;-13.53383;-26.62765;-0.3675217;-0.930015;2;False;True;False;336;( );
7.373535;0;-13.55833;-26.68966;-0.3675218;-0.930015;2;False;True;False;336;( );
7.423584;0;-13.59509;-26.78268;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.456909;0;-13.61959;-26.84467;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.506958;0;-13.65636;-26.93772;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.540283;0;-13.68084;-26.99966;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.573608;0;-13.70536;-27.06171;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.623535;0;-13.7421;-27.15469;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.65686;0;-13.7666;-27.21667;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.706909;0;-13.80333;-27.30963;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.740234;0;-13.82785;-27.37167;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.77356;0;-13.85233;-27.43361;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.823608;0;-13.88909;-27.52664;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.856934;0;-13.91363;-27.58873;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.90686;0;-13.95039;-27.68175;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.940186;0;-13.97488;-27.74374;-0.3675218;-0.9300148;2;False;True;False;336;( );
7.973633;0;-13.99936;-27.80568;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.02356;0;-14.03614;-27.89876;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.056885;0;-14.06062;-27.9607;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.106934;0;-14.09739;-28.05374;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.140259;0;-14.12186;-28.11567;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.173584;0;-14.14637;-28.17768;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.223633;0;-14.18315;-28.27076;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.256958;0;-14.20763;-28.3327;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.306885;0;-14.24439;-28.42572;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.340332;0;-14.26891;-28.48778;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.373535;0;-14.29341;-28.54976;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.423584;0;-14.33016;-28.64277;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.456909;0;-14.35467;-28.70479;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.506958;0;-14.39141;-28.79777;-0.3675218;-0.9300148;2;False;True;False;336;( );
8.540161;0;-14.41589;-28.85971;-0.3675218;-0.9300148;2;False;True;False;336;( );
