Time;PlayerID;PositionX;PositionZ;ForwardX;ForwardZ;Velocity;IsExtracting;IsAllowedToMove;WaitingForExtraction;CoinAmount;VisiblePlayers;
0.01953125;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.05285645;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.08618164;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.1362305;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.1695557;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.2194824;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.2529297;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.2861328;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.3361816;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.3695068;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.4195557;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.4528809;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.4862061;0;30.67945;-8.654926;-0.5355852;0.8444812;0;False;True;False;189;( );
0.5361328;0;30.67648;-8.650244;-0.5355852;0.8444812;0.333;False;True;False;189;( );
0.5695801;0;30.6635;-8.629773;-0.5355852;0.8444812;0.8426422;False;True;False;189;( );
0.6195068;0;30.6317;-8.57964;-0.5355852;0.8444812;1.330226;False;True;False;189;( );
0.652832;0;30.60516;-8.53779;-0.5355852;0.8444812;1.534693;False;True;False;189;( );
0.6862793;0;30.57577;-8.491449;-0.5355852;0.8444812;1.676997;False;True;False;189;( );
0.7362061;0;30.52828;-8.416561;-0.5323017;0.8465547;1.8131;False;True;False;189;( );
0.7695313;0;30.49552;-8.364047;-0.5179082;0.8554362;1.870197;False;True;False;189;( );
0.8195801;0;30.44714;-8.281792;-0.4820234;0.8761584;1.924878;False;True;False;189;( );
0.8529053;0;30.41638;-8.224756;-0.4513695;0.8923371;1.947847;False;True;False;189;( );
0.8862305;0;30.38747;-8.16624;-0.4169292;0.908939;1.963768;False;True;False;189;( );
0.9361572;0;30.34813;-8.075659;-0.3598838;0.9329972;1.979038;False;True;False;189;( );
0.9694824;0;30.32502;-8.013771;-0.3192784;0.947661;1.985437;False;True;False;189;( );
1.019531;0;30.29535;-7.918828;-0.2554744;0.9668158;1.991572;False;True;False;189;( );
1.052856;0;30.2791;-7.854385;-0.2115135;0.9773751;1.994148;False;True;False;189;( );
1.086182;0;30.26576;-7.789161;-0.1666854;0.9860101;1.995937;False;True;False;189;( );
1.13623;0;30.25139;-7.690461;-0.09845131;0.9951419;1.997648;False;True;False;189;( );
1.169556;0;30.2456;-7.624115;-0.05242052;0.9986251;1.998366;False;True;False;189;( );
1.219604;0;30.24267;-7.524109;0.01709739;0.9998538;1.999055;False;True;False;189;( );
1.25293;0;30.24458;-7.457524;0.06343003;0.9979863;1.999344;False;True;False;189;( );
1.286255;0;30.24958;-7.391083;0.1096782;0.9939672;1.999544;False;True;False;189;( );
1.336182;0;30.26286;-7.291939;0.1786917;0.9839051;1.999736;False;True;False;189;( );
1.369629;0;30.27552;-7.226565;0.2241886;0.9745458;1.999817;False;True;False;189;( );
1.419556;0;30.30021;-7.129624;0.2916254;0.9565326;1.999894;False;True;False;189;( );
