Time;PatchID;PositionX;PositionZ;Radius;CoinAmount;PatchEvent;TriggerPlayer;
0;117;42.05045;-39.98807;3;48;CREATED;;
0;118;37.21361;-8.425167;3;48;CREATED;;
0;119;22.19363;42.50822;3;48;CREATED;;
0;120;3.460697;-3.15778;3;48;CREATED;;
0;121;-8.814354;-44.73078;3;48;CREATED;;
61.19922;119;22.19363;42.50822;3;48;DISCOVER;1;
63.80859;119;22.19363;42.50822;3;47;EXTRACT;1;
65.8125;119;22.19363;42.50822;3;46;EXTRACT;1;
67.82031;119;22.19363;42.50822;3;45;EXTRACT;1;
69.82422;119;22.19363;42.50822;3;44;EXTRACT;1;
71.83203;119;22.19363;42.50822;3;43;EXTRACT;1;
73.83594;119;22.19363;42.50822;3;42;EXTRACT;1;
75.83984;119;22.19363;42.50822;3;41;EXTRACT;1;
77.84375;119;22.19363;42.50822;3;40;EXTRACT;1;
79.84766;119;22.19363;42.50822;3;39;EXTRACT;1;
81.84766;119;22.19363;42.50822;3;38;EXTRACT;1;
83.8125;119;22.19363;42.50822;3;37;EXTRACT;1;
85.81641;119;22.19363;42.50822;3;36;EXTRACT;1;
87.82422;119;22.19363;42.50822;3;35;EXTRACT;1;
89.82813;119;22.19363;42.50822;3;34;EXTRACT;1;
91.83203;119;22.19363;42.50822;3;33;EXTRACT;1;
93.83594;119;22.19363;42.50822;3;32;EXTRACT;1;
95.84375;119;22.19363;42.50822;3;31;EXTRACT;1;
97.84766;119;22.19363;42.50822;3;30;EXTRACT;1;
99.8125;119;22.19363;42.50822;3;29;EXTRACT;1;
100.0547;119;22.19363;42.50822;3;29;DISCOVER;3;
101.8164;119;22.19363;42.50822;3;28;EXTRACT;1;
102.7813;119;22.19363;42.50822;3;27;EXTRACT;3;
103.8633;119;22.19363;42.50822;3;26;EXTRACT;1;
104.7852;119;22.19363;42.50822;3;25;EXTRACT;3;
105.8281;119;22.19363;42.50822;3;24;EXTRACT;1;
106.1094;119;22.19363;42.50822;3;24;DISCOVER;2;
106.793;119;22.19363;42.50822;3;23;EXTRACT;3;
107.8359;119;22.19363;42.50822;3;22;EXTRACT;1;
108.7188;119;22.19363;42.50822;3;21;EXTRACT;2;
108.7969;119;22.19363;42.50822;3;20;EXTRACT;3;
109.8398;119;22.19363;42.50822;3;19;EXTRACT;1;
110.7227;119;22.19363;42.50822;3;18;EXTRACT;2;
110.8047;119;22.19363;42.50822;3;17;EXTRACT;3;
111.8477;119;22.19363;42.50822;3;16;EXTRACT;1;
112.6523;119;22.19363;42.50822;3;16;DISCOVER;0;
112.7305;119;22.19363;42.50822;3;15;EXTRACT;2;
112.7734;119;22.19363;42.50822;3;14;EXTRACT;3;
113.8516;119;22.19363;42.50822;3;13;EXTRACT;1;
114.7344;119;22.19363;42.50822;3;12;EXTRACT;2;
114.7734;119;22.19363;42.50822;3;11;EXTRACT;3;
115.8555;119;22.19363;42.50822;3;10;EXTRACT;1;
115.9766;119;22.19363;42.50822;3;9;EXTRACT;0;
116.7383;119;22.19363;42.50822;3;8;EXTRACT;2;
116.7773;119;22.19363;42.50822;3;7;EXTRACT;3;
117.8594;119;22.19363;42.50822;3;6;EXTRACT;1;
117.9805;119;22.19363;42.50822;3;5;EXTRACT;0;
