Time;PlayerID;PositionX;PositionZ;ForwardX;ForwardZ;Velocity;IsExtracting;IsAllowedToMove;WaitingForExtraction;CoinAmount;VisiblePlayers;
0.005981445;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.0559082;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.0892334;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.1392822;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.1726074;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.2059326;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.2558594;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.2893066;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.3392334;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.3725586;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.4058838;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.4559326;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.4892578;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.5393066;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.5726318;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.605835;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.6558838;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.689209;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.7392578;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.772583;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.8059082;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.855957;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.8892822;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.939209;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
0.9726563;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.005981;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.055908;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.089233;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.139282;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.172607;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.205933;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.255981;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.289307;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.339233;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.372559;0;-1.210346;-24.71183;-0.8974326;-0.4411516;0;False;True;False;385;( );
1.406006;0;-1.215358;-24.7143;-0.8974326;-0.4411516;0.3341874;False;True;False;385;( );
1.455933;0;-1.252587;-24.7326;-0.8974326;-0.4411516;1.035685;False;True;False;385;( );
1.489258;0;-1.290404;-24.75119;-0.8974326;-0.4411516;1.330477;False;True;False;385;( );
1.539307;0;-1.359117;-24.78496;-0.8974326;-0.4411516;1.612743;False;True;False;385;( );
1.572632;0;-1.410043;-24.81;-0.8974326;-0.4411516;1.730964;False;True;False;385;( );
1.605957;0;-1.463751;-24.8364;-0.8974326;-0.4411516;1.813205;False;True;False;385;( );
1.656006;0;-1.547588;-24.87761;-0.8974326;-0.4411516;1.891885;False;True;False;385;( );
1.689331;0;-1.604929;-24.9058;-0.8974326;-0.4411516;1.924911;False;True;False;385;( );
1.739258;0;-1.692364;-24.94878;-0.8974326;-0.4411516;1.956563;False;True;False;385;( );
1.772583;0;-1.751141;-24.97767;-0.8974326;-0.4411516;1.969823;False;True;False;385;( );
1.805908;0;-1.810221;-25.00671;-0.8974326;-0.4411516;1.979036;False;True;False;385;( );
1.855957;0;-1.885215;-25.04358;-0.8974326;-0.4411516;1.37632;False;True;False;385;( );
1.889282;0;-1.916673;-25.05904;-0.8974326;-0.4411516;0.95566;False;True;False;385;( );
1.939331;0;-1.946795;-25.07385;-0.8974326;-0.4411516;0.5528564;False;True;False;385;( );
1.972656;0;-1.959425;-25.08006;-0.8974326;-0.4411516;0.3839787;False;True;False;385;( );
2.005981;0;-1.968197;-25.08437;-0.8974326;-0.4411516;0.266701;False;True;False;385;( );
2.055908;0;-1.976599;-25.0885;-0.8974326;-0.4411516;0.1543532;False;True;False;385;( );
2.089355;0;-1.980124;-25.09024;-0.8925266;-0.4509948;0.1071697;False;True;False;385;( );
2.139282;0;-1.983466;-25.09197;-0.875825;-0.4826288;0.06202276;False;True;False;385;( );
2.172607;0;-1.983466;-25.09197;-0.8598033;-0.5106254;0.04307046;False;True;False;385;( );
2.205933;0;-1.983466;-25.09197;-0.8405298;-0.5417653;0.02990941;False;True;False;385;( );
2.255981;0;-1.983466;-25.09197;-0.8063425;-0.5914488;0.01730795;False;True;False;385;( );
2.289307;0;-1.983466;-25.09197;-0.7804781;-0.6251832;0.01202422;False;True;False;385;( );
2.339355;0;-1.987725;-25.0957;-0.7375244;-0.6753206;0.3399561;False;True;False;385;( );
2.372681;0;-2.005499;-25.1124;-0.7064456;-0.7077674;0.8471279;False;True;False;385;( );
2.406006;0;-2.03156;-25.13915;-0.6735453;-0.7391459;1.199669;False;True;False;385;( );
2.456055;0;-2.078661;-25.19339;-0.624242;-0.781231;1.536672;False;True;False;385;( );
