Time;PlayerID;PositionX;PositionZ;ForwardX;ForwardZ;Velocity;IsExtracting;IsAllowedToMove;WaitingForExtraction;CoinAmount;VisiblePlayers;
0.005981445;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.05603027;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.08935547;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.1394043;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.1727295;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.2060547;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.2559814;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.2893066;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.3393555;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.3726807;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.4060059;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.4560547;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.4893799;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.5393066;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.5726318;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.605957;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.6560059;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.6893311;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.7393799;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.7727051;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.8060303;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.8560791;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.8894043;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.9393311;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
0.9726563;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
1.005981;0;-36.28764;21.96206;-0.9771385;-0.212604;0;False;True;False;277;( );
1.05603;0;-36.31677;21.95572;-0.9771385;-0.212604;0.8430092;False;True;False;277;( );
1.089355;0;-36.35308;21.94782;-0.9771385;-0.212604;1.196213;False;True;False;277;( );
1.139404;0;-36.42324;21.93255;-0.9771385;-0.212604;1.534902;False;True;False;277;( );
1.172729;0;-36.47689;21.92088;-0.9771385;-0.212604;1.677191;False;True;False;277;( );
1.206055;0;-36.53403;21.90845;-0.9771385;-0.212604;1.775878;False;True;False;277;( );
1.255981;0;-36.62397;21.88888;-0.9771385;-0.212604;1.870222;False;True;False;277;( );
1.289307;0;-36.68585;21.87542;-0.9771385;-0.212604;1.90986;False;True;False;277;( );
1.339355;0;-36.78053;21.85482;-0.9771385;-0.212604;1.947855;False;True;False;277;( );
1.372681;0;-36.84431;21.84094;-0.9771385;-0.212604;1.963773;False;True;False;277;( );
1.406006;0;-36.90868;21.82693;-0.9771385;-0.212604;1.974863;False;True;False;277;( );
1.456055;0;-37.00544;21.80588;-0.9771385;-0.212604;1.985445;False;True;False;277;( );
1.48938;0;-37.07019;21.79179;-0.9771385;-0.212604;1.98989;False;True;False;277;( );
1.539307;0;-37.16759;21.7706;-0.9771385;-0.212604;1.994151;False;True;False;277;( );
1.572754;0;-37.23257;21.75646;-0.9771385;-0.212604;1.995938;False;True;False;277;( );
1.606079;0;-37.29764;21.7423;-0.9771385;-0.212604;1.997179;False;True;False;277;( );
1.656006;0;-37.39522;21.72107;-0.9771385;-0.212604;1.998367;False;True;False;277;( );
1.689331;0;-37.46036;21.7069;-0.9771385;-0.212604;1.998866;False;True;False;277;( );
1.73938;0;-37.55801;21.68565;-0.9771385;-0.212604;1.999344;False;True;False;277;( );
1.772705;0;-37.62318;21.67147;-0.9771385;-0.212604;1.999544;False;True;False;277;( );
1.80603;0;-37.68837;21.65729;-0.9771385;-0.212604;1.999684;False;True;False;277;( );
1.856079;0;-37.78606;21.63603;-0.9771385;-0.212604;1.999817;False;True;False;277;( );
1.889404;0;-37.85121;21.62186;-0.9771385;-0.212604;1.999873;False;True;False;277;( );
1.939331;0;-37.94889;21.60061;-0.9771385;-0.212604;1.999926;False;True;False;277;( );
1.972778;0;-38.01408;21.58642;-0.9771385;-0.212604;1.999949;False;True;False;277;( );
2.006104;0;-38.07921;21.57225;-0.9771385;-0.212604;1.999964;False;True;False;277;( );
2.05603;0;-38.17689;21.551;-0.9771385;-0.212604;1.999979;False;True;False;277;( );
2.089355;0;-38.24205;21.53682;-0.9771385;-0.212604;1.999986;False;True;False;277;( );
2.139404;0;-38.33979;21.51556;-0.9771385;-0.212604;1.999992;False;True;False;277;( );
2.172729;0;-38.40493;21.50138;-0.9771385;-0.212604;1.999994;False;True;False;277;( );
2.206055;0;-38.47007;21.48721;-0.9771385;-0.212604;1.999996;False;True;False;277;( );
2.256104;0;-38.56783;21.46594;-0.9771385;-0.212604;1.999998;False;True;False;277;( );
2.289429;0;-38.63295;21.45177;-0.9771385;-0.212604;1.999998;False;True;False;277;( );
2.339355;0;-38.73062;21.43052;-0.9771385;-0.212604;1.999999;False;True;False;277;( );
2.372681;0;-38.79574;21.41635;-0.9771385;-0.212604;1.999999;False;True;False;277;( );
2.406128;0;-38.86088;21.40218;-0.9771385;-0.212604;2;False;True;False;277;( );
2.456055;0;-38.9586;21.38091;-0.9771385;-0.212604;2;False;True;False;277;( );
2.48938;0;-39.02374;21.36674;-0.9771385;-0.212604;2;False;True;False;277;( );
2.539429;0;-39.12157;21.34596;-0.9813481;-0.1922395;2;False;True;False;277;( );
