Time;PlayerID;PositionX;PositionZ;ForwardX;ForwardZ;Velocity;IsExtracting;IsAllowedToMove;WaitingForExtraction;CoinAmount;VisiblePlayers;
0.01733398;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.05078125;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.1008301;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.1340332;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.184082;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.2172852;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.2507324;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.3007813;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.3339844;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.3840332;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.4174805;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.4506836;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.5007324;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.5341797;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.5839844;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.6174316;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.6506348;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.7006836;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.7341309;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.7841797;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.8173828;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.8508301;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.9008789;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.934082;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
0.9841309;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
1.017334;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
1.050781;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
1.10083;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
1.134033;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
1.184082;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
1.217529;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
1.250732;0;28.88366;38.2127;0.9212664;-0.388932;0;False;True;False;414;( );
1.300781;0;28.88879;38.21054;0.9212664;-0.388932;0.3336245;False;True;False;414;( );
1.333984;0;28.91114;38.2011;0.9212664;-0.388932;0.8431202;False;True;False;414;( );
1.384033;0;28.96581;38.17802;0.9212664;-0.388932;1.330298;False;True;False;414;( );
1.41748;0;29.01159;38.15869;0.9212664;-0.388932;1.535186;False;True;False;414;( );
1.450684;0;29.06205;38.13739;0.9212664;-0.388932;1.677084;False;True;False;414;( );
1.500732;0;29.14372;38.10291;0.9212664;-0.388932;1.813114;False;True;False;414;( );
1.53418;0;29.18629;38.08494;0.9212664;-0.388932;1.258516;False;True;False;414;( );
1.583984;0;29.22698;38.06776;0.9212664;-0.388932;0.7285956;False;True;False;414;( );
1.617432;0;29.24407;38.06055;0.9212664;-0.388932;0.5059685;False;True;False;414;( );
1.650879;0;29.25594;38.05553;0.9212664;-0.388932;0.3513022;False;True;False;414;( );
1.700684;0;29.2673;38.05074;0.9212664;-0.388932;0.2033537;False;True;False;414;( );
1.734131;0;29.28659;38.04259;0.9212664;-0.388932;0.7525285;False;True;False;414;( );
1.78418;0;29.33837;38.02074;0.9212664;-0.388932;1.278096;False;True;False;414;( );
1.817383;0;29.38288;38.00195;0.9212664;-0.388932;1.498777;False;True;False;414;( );
1.85083;0;29.43254;37.98098;0.9212664;-0.388932;1.651929;False;True;False;414;( );
1.900879;0;29.51338;37.94685;0.9212664;-0.388932;1.79853;False;True;False;414;( );
1.934082;0;29.55557;37.92904;0.9212664;-0.388932;1.248928;False;True;False;414;( );
